timestamp,src_mac,dst_mac,src_ip,dst_ip,opcode,is_broadcast,duplicates,requests,replies,packet_rate,multiple_macs,request_reply_ratio,time_since_last_packet,unique_ip_count,interval_entropy,response_time,target_ip_diversity,is_gateway,unanswered_requests,reply_percentage,log_packet_rate,label,session_id
1742808994.334617,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,0,1,0,0.0,1,inf,0.0,1,0.9201298226536632,0.0,1,1,1,0.0,0.0,1,A_4301.pcapng
1742808994.545402,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,1,2,0,4.744167212421261,1,inf,0.2107851505279541,1,0.9201298226536632,0.0,1,1,2,0.0,1.7481849421197853,1,A_4301.pcapng
1742808994.846453,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,2,3,0,3.321697411655509,1,inf,0.30105090141296387,1,0.9201298226536632,0.0,1,1,3,0.0,1.463648244448121,1,A_4301.pcapng
1742809025.159602,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.73,1,False,0,1,0,0.03298898444409198,1,inf,30.313148975372314,1,0.9201298226536632,0.0,2,1,1,0.0,0.032456526425360656,1,A_4301.pcapng
1742809025.159602,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.73,1,False,1,2,0,0.0,1,inf,30.313148975372314,1,0.9201298226536632,0.0,2,1,2,0.0,0.0,1,A_4301.pcapng
1742809026.082178,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.73,1,False,2,3,0,1.0839213193214223,1,inf,0.9225761890411377,1,0.9201298226536632,0.0,2,1,3,0.0,0.7342513685341648,1,A_4301.pcapng
1742809026.082178,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.73,1,False,3,4,0,0.0,1,inf,0.9225761890411377,1,0.9201298226536632,0.0,2,1,4,0.0,0.0,1,A_4301.pcapng
1742809027.360934,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.73,1,False,4,5,0,0.7820100751544097,1,inf,1.2787559032440186,1,0.9201298226536632,0.0,2,1,5,0.0,0.5777419828791047,1,A_4301.pcapng
1742809027.360934,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.73,1,False,5,6,0,0.0,1,inf,1.2787559032440186,1,0.9201298226536632,0.0,2,1,6,0.0,0.0,1,A_4301.pcapng
1742809045.435843,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,0,1,0,0.05532531320411742,1,inf,18.0749089717865,1,0.9201298226536632,0.0,3,1,1,0.0,0.05384907314476218,1,A_4301.pcapng
1742809111.468583,4c:5f:70:98:4d:bf,c4:74:1e:3f:9f:36,192.168.1.63,192.168.1.32,1,False,0,1,0,0.0,0,inf,0.0,1,1.1773767844962348,0.0,1,0,1,0.0,0.0,1,A_4301.pcapng
1742809112.459358,4c:5f:70:98:4d:bf,c4:74:1e:3f:9f:36,192.168.1.63,192.168.1.32,1,False,1,2,0,1.0093110255026276,0,inf,0.9907748699188232,1,1.1773767844962348,0.0,1,0,2,0.0,0.6977918899289834,1,A_4301.pcapng
1742809113.465962,4c:5f:70:98:4d:bf,c4:74:1e:3f:9f:36,192.168.1.63,192.168.1.32,1,False,2,3,0,0.9934393698914946,0,inf,1.0066039562225342,1,1.1773767844962348,0.0,1,0,3,0.0,0.6898614734773347,1,A_4301.pcapng
1742809114.504009,4c:5f:70:98:4d:bf,00:00:00:00:00:00,192.168.1.63,192.168.1.32,1,False,3,4,0,0.9633474471650032,0,inf,1.0380470752716064,1,1.1773767844962348,0.0,1,0,4,0.0,0.6746508976783772,1,A_4301.pcapng
1742809114.701546,c4:74:1e:3f:9f:36,4c:5f:70:98:4d:bf,192.168.1.32,192.168.1.63,2,False,0,0,1,0.0,0,0.0,0.0,1,1.9022046173106348,3.2329628467559814,1,0,0,0.0,0.0,1,A_4301.pcapng
1742809114.701546,c4:74:1e:3f:9f:36,4c:5f:70:98:4d:bf,192.168.1.32,192.168.1.63,2,False,1,0,2,0.0,0,0.0,0.0,1,1.9022046173106348,3.2329628467559814,1,0,0,0.0,0.0,1,A_4301.pcapng
1742809114.701615,c4:74:1e:3f:9f:36,4c:5f:70:98:4d:bf,192.168.1.32,192.168.1.63,2,False,2,0,3,14463.11724137931,0,0.0,6.914138793945312e-05,1,1.9022046173106348,3.233031988143921,1,0,0,0.0,9.579426188336061,1,A_4301.pcapng
1742809119.954989,c4:74:1e:3f:9f:36,00:00:00:00:00:00,192.168.1.32,192.168.1.63,1,False,3,1,3,0.1903538614230838,0,0.3333333333333333,5.253373861312866,1,1.9022046173106348,0.0,1,0,0,300.0,0.17425062546036713,1,A_4301.pcapng
1742809119.955015,4c:5f:70:98:4d:bf,c4:74:1e:3f:9f:36,192.168.1.63,192.168.1.32,2,False,4,4,1,0.18345237774489423,0,4.0,5.451005935668945,1,1.1773767844962348,2.5987625122070312e-05,1,0,3,25.0,0.16843591067046065,1,A_4301.pcapng
1742809197.297116,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.73,1,False,6,7,0,0.006584957309482863,1,inf,151.86127305030823,1,0.9201298226536632,0.0,3,1,7,0.0,0.006563371188736029,1,A_4301.pcapng
1742809229.755901,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,1,2,0,0.030808300379753458,1,inf,32.45878505706787,1,0.9201298226536632,0.0,3,1,2,0.0,0.03034325213050716,1,A_4301.pcapng
1742809291.195845,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,2,3,0,0.016276056557129655,1,inf,61.43994379043579,1,0.9201298226536632,0.0,3,1,3,0.0,0.016145021459801123,1,A_4301.pcapng
1742809307.88709,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,3,4,0,0.05991164800855489,1,inf,16.691245079040527,1,0.9201298226536632,0.0,3,1,4,0.0,0.058185553714767954,1,A_4301.pcapng
1742809307.88709,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,4,5,0,0.0,1,inf,16.691245079040527,1,0.9201298226536632,0.0,3,1,5,0.0,0.0,1,A_4301.pcapng
1742809322.223389,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,3,4,0,0.06975300975560011,1,inf,14.336298942565918,1,0.9201298226536632,0.0,3,1,4,0.0,0.06742778982389516,1,A_4301.pcapng
1742809322.531403,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,4,5,0,3.246604045963132,1,inf,0.3080141544342041,1,0.9201298226536632,0.0,3,1,5,0.0,1.4461196155186304,1,A_4301.pcapng
1742809352.635493,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,5,6,0,0.0332180777036805,1,inf,30.104089975357056,1,0.9201298226536632,0.0,3,1,6,0.0,0.032678278896082706,1,A_4301.pcapng
1742809353.466073,4c:5f:70:98:4d:bf,c4:74:1e:3f:9f:36,192.168.1.63,192.168.1.32,1,False,5,5,1,0.004282452437886312,0,5.0,233.5110580921173,1,1.1773767844962348,0.0,1,0,4,20.0,0.004273308833849738,1,A_4301.pcapng
1742809354.459518,4c:5f:70:98:4d:bf,c4:74:1e:3f:9f:36,192.168.1.63,192.168.1.32,1,False,6,6,1,1.0065983330173442,0,6.0,0.9934449195861816,1,1.1773767844962348,0.0,1,0,5,16.666666666666664,0.6964409167591769,1,A_4301.pcapng
1742809355.460794,4c:5f:70:98:4d:bf,c4:74:1e:3f:9f:36,192.168.1.63,192.168.1.32,1,False,7,7,1,0.9987256099070971,0,7.0,1.0012760162353516,1,1.1773767844962348,0.0,1,0,6,14.285714285714285,0.6925097824184516,1,A_4301.pcapng
1742809356.719793,c4:74:1e:3f:9f:36,4c:5f:70:98:4d:bf,192.168.1.32,192.168.1.63,2,False,4,1,4,0.004223600731943076,0,0.25,236.76480412483215,1,1.9022046173106348,245.25120997428894,1,0,0,400.0,0.0042147063657444524,1,A_4301.pcapng
1742809356.719793,c4:74:1e:3f:9f:36,4c:5f:70:98:4d:bf,192.168.1.32,192.168.1.63,2,False,5,1,5,0.0,0,0.2,236.76480412483215,1,1.9022046173106348,245.25120997428894,1,0,0,500.0,0.0,1,A_4301.pcapng
1742809356.719859,c4:74:1e:3f:9f:36,4c:5f:70:98:4d:bf,192.168.1.32,192.168.1.63,2,False,6,1,6,15196.753623188406,0,0.16666666666666666,6.580352783203125e-05,1,1.9022046173106348,245.25127577781677,1,0,0,600.0,9.628902907964521,1,A_4301.pcapng
1742809356.766388,4c:5f:70:98:4d:bf,00:00:00:00:00:00,192.168.1.63,192.168.1.32,1,False,8,8,1,0.7659349115732521,0,8.0,1.3055939674377441,1,1.1773767844962348,0.0,1,0,7,12.5,0.5686802450887669,1,A_4301.pcapng
1742809356.801481,c4:74:1e:3f:9f:36,4c:5f:70:98:4d:bf,192.168.1.32,192.168.1.63,2,False,7,1,7,12.251580263357752,0,0.14285714285714285,0.08162212371826172,1,1.9022046173106348,245.33289790153503,1,0,0,700.0,2.584116810479783,1,A_4301.pcapng
1742809360.22253,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.73,1,False,7,8,0,0.1318037621307472,1,inf,7.587036848068237,1,0.9201298226536632,0.0,3,1,8,0.0,0.12381260974510115,1,A_4301.pcapng
1742809536.960784,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,6,7,0,0.005658084636291239,1,inf,176.73825407028198,1,0.9201298226536632,0.0,3,1,7,0.0,0.00564213779950667,1,A_4301.pcapng
1742809598.704848,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,5,6,0,0.016195888863092586,1,inf,61.74406409263611,1,0.9201298226536632,0.0,3,1,6,0.0,0.016066134571094702,1,A_4301.pcapng
1742809721.279618,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,7,8,0,0.008158285756637481,1,inf,122.57476997375488,1,0.9201298226536632,0.0,3,1,8,0.0,0.008125186841805954,1,A_4301.pcapng
1742809782.718417,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.4,1,False,8,9,0,0.016276359854555614,1,inf,61.438798904418945,1,0.9201298226536632,0.0,3,1,9,0.0,0.016145319899756237,1,A_4301.pcapng
1742809839.142753,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,6,7,0,0.017722849246637862,1,inf,56.424335956573486,1,0.9201298226536632,0.0,3,1,7,0.0,0.017567630812621946,1,A_4301.pcapng
1742809839.44836,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,7,8,0,3.272175495725182,1,inf,0.3056070804595947,1,0.9201298226536632,0.0,3,1,8,0.0,1.4521231812741293,1,A_4301.pcapng
1742809888.805678,00:ad:24:bf:9d:52,00:00:00:00:00:00,192.168.1.1,192.168.1.58,1,False,8,9,0,0.020260420177807707,1,inf,49.35731792449951,1,0.9201298226536632,0.0,3,1,9,0.0,0.02005790860894397,1,A_4301.pcapng
1742809897.461632,4c:5f:70:98:4d:bf,c4:74:1e:3f:9f:36,192.168.1.63,192.168.1.32,1,False,9,9,1,0.0018494706786497713,0,9.0,540.6952440738678,1,1.1773767844962348,0.0,1,0,8,11.11111111111111,0.0018477625135640558,1,A_4301.pcapng
